"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","486","Validar limites de quantidade (3 e 50)","","Thu Apr 16 16:42:20 UTC 2026","passed","Thu Apr 16 16:42:20 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveValidarLimitesDeQuantidade"
"","751","Validar busca funcional sem textos","","Thu Apr 16 16:42:08 UTC 2026","passed","Thu Apr 16 16:42:09 UTC 2026","","web.BuscaBlogAgibankTest","web.BuscaBlogAgibankTest","testarBuscaVazia"
"","415","Validar contrato e integridade das imagens Validar raça: bulldog","","Thu Apr 16 16:42:21 UTC 2026","passed","Thu Apr 16 16:42:21 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveValidarContratoEImagensPorRaca"
"","270","Validar integridade da URL da imagem","","Thu Apr 16 16:42:19 UTC 2026","passed","Thu Apr 16 16:42:19 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarUrlValidaComExtensao"
"","224","Validar imagens de sub-raça (English Bulldog)","","Thu Apr 16 16:42:22 UTC 2026","passed","Thu Apr 16 16:42:22 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveRetornarImagensParaSubRaca"
"","2806","deveRetornarImagensDiferentes() Validando Aleatoriedade: 1/3","","Thu Apr 16 16:42:14 UTC 2026","passed","Thu Apr 16 16:42:17 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarImagensDiferentes"
"","347","deveRetornarImagensDiferentes() Validando Aleatoriedade: 3/3","","Thu Apr 16 16:42:17 UTC 2026","passed","Thu Apr 16 16:42:17 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarImagensDiferentes"
"","200","Validar SLA de resposta","","Thu Apr 16 16:42:23 UTC 2026","passed","Thu Apr 16 16:42:23 UTC 2026","","api.tests.BreedsListTest","api.tests.BreedsListTest","deveResponderDentroDoSLA"
"","210","Validar SLA de resposta","","Thu Apr 16 16:42:20 UTC 2026","passed","Thu Apr 16 16:42:21 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveResponderDentroDoSLA"
"","264","BUG: Erro 400 para contagem zero","","Thu Apr 16 16:42:17 UTC 2026","failed","Thu Apr 16 16:42:18 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarErroParaParametroZero"
"","206","Validar sub-raças do Bulldog","","Thu Apr 16 16:42:23 UTC 2026","passed","Thu Apr 16 16:42:23 UTC 2026","","api.tests.BreedsListTest","api.tests.BreedsListTest","deveRetornarSubRacasParaBulldog"
"","369","deveRetornarImagensDiferentes() Validando Aleatoriedade: 2/3","","Thu Apr 16 16:42:17 UTC 2026","passed","Thu Apr 16 16:42:17 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarImagensDiferentes"
"A API aceita letras e retorna 200/sucesso, ignorando a tipagem do parâmetro.","345","BUG: Erro 400 para input não numérico","","Thu Apr 16 16:42:19 UTC 2026","failed","Thu Apr 16 16:42:20 UTC 2026","","api.tests.RandomImageTest","api.tests.RandomImageTest","deveRetornarErroParaParametroNaoNumerico"
"","321","Validar contrato e integridade das imagens Validar raça: labrador","","Thu Apr 16 16:42:21 UTC 2026","passed","Thu Apr 16 16:42:21 UTC 2026","","api.tests.BreedImagesTest","api.tests.BreedImagesTest","deveValidarContratoEImagensPorRaca"
